28,28,28,28,28,28,28,26,28,28,28,28,28,28,28
28,00,00,00,00,24,02,0A,00,00,00,00,00,00,28
28,00,00,00,00,00,00,00,00,00,00,00,00,00,28
28,00,00,00,00,00,00,00,00,00,00,00,00,00,28
28,00,00,00,00,00,00,00,00,00,00,00,00,00,28
28,00,00,00,00,00,00,00,00,00,00,00,00,24,28
28,00,00,00,00,00,25,27,25,00,00,00,00,01,28
26,09,00,00,00,00,27,28,27,00,00,00,00,07,26
28,01,00,00,00,00,25,27,25,00,00,00,00,00,28
28,24,00,00,00,00,00,00,00,00,00,00,00,00,28
28,00,00,00,00,00,00,00,00,00,00,00,00,00,28
28,00,00,00,00,00,00,00,00,00,00,00,00,00,28
28,00,00,00,00,00,00,00,00,00,00,00,00,00,28
28,00,00,00,00,00,00,08,02,24,00,00,00,00,28
28,28,28,28,28,28,28,26,28,28,28,28,28,28,28
